OSOURCE,STATE,ZIP,MAILCODE,NOEXCH,MDMAUD,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
SSS,FL,34481,A,0,XXXX,29,E,H,M,3,L,F,C,C,2
TVF,CA,92625,A,0,XXXX,13,E,H,M,3,L,F,A,S,1
MBC,TX,77356,A,0,XXXX,34,,H,M,3,L,F,A,T,1
DCD,other,37642,A,0,XXXX,43,,H,M,3,L,F,B,R,2
TRN,IL,60617,A,0,XXXX,10,E,U,F,2,L,F,A,U,4
MBC,other,37643,A,0,XXXX,36,E,U,M,1,L,F,B,T,2
AVN,other,80537-,A,0,XXXX,24,E,H,F,2,L,F,C,C,1
FRC,CA,92084,A,0,XXXX,29,E,H,M,3,L,G,A,C,2
BHG,other,4364,A,0,XXXX,36,,U,F,0,L,G,C,T,2
HAN,other,35117,A,0,XXXX,51,E,H,F,3,L,G,B,R,3
AML,CA,94965,A,0,XXXX,35,,U,F,3,L,E,A,T,1
SYN,other,97367,A,0,XXXX,28,I,U,F,0,L,F,D,C,2
LIS,TX,77511,A,0,D1CM,40,E,H,M,1,L,G,A,T,2
RPH,NC,28784,A,0,XXXX,49,,U,F,0,L,G,C,R,2
PCL,FL,33162,A,0,XXXX,8,E,U,M,3,L,F,A,U,3
ASP,IL,60626,A,0,XXXX,3,E,U,F,2,L,F,A,U,1
SYN,other,55918-,A,0,XXXX,45,,U,Other,3,L,F,D,R,2
HRB,other,57006,A,0,XXXX,31,I,U,M,0,L,G,D,C,3
AML,other,58102,A,0,XXXX,26,E,U,F,3,L,D,C,C,2
OVS,IL,61010,A,0,XXXX,46,E,H,M,3,L,F,D,R,2
WFD,IN,47714,A,0,XXXX,27,E,H,M,3,L,F,B,C,2
PCL,other,85715,A,0,XXXX,12,E,H,M,3,L,D,B,S,1
AML,MI,49068,A,0,XXXX,44,E,H,M,3,L,F,C,R,2
STV,CA,93535,A,0,XXXX,30,,H,F,2,L,E,A,C,3
ALZ,other,80465,A,0,XXXX,35,I,U,F,0,L,E,B,T,1
FRC,CA,95409,A,0,XXXX,26,E,U,F,3,L,D,A,C,2
AGR,IN,47905,A,0,XXXX,27,,U,F,0,L,F,C,C,2
LKE,WI,53151,A,0,XXXX,12,E,U,F,3,L,E,B,S,1
TX2,CA,92336,A,0,XXXX,18,E,H,M,2,L,G,A,S,2
SYN,other,80501,A,0,XXXX,35,E,H,M,2,L,E,B,T,1
,CA,94040-,A,0,XXXX,15,I,H,M,3,L,G,A,S,1
HAN,other,72103,A,0,XXXX,39,E,H,F,3,L,E,B,T,2
STR,NC,27970,A,0,XXXX,50,E,U,F,1,L,F,D,R,3
MBC,other,72032,A,0,XXXX,45,E,H,F,2,L,F,B,R,2
LIS,other,36907,A,0,XXXX,50,E,H,F,2,L,D,D,R,3
L25,FL,33437-,A,0,XXXX,17,,U,M,3,L,E,B,S,2
NWF,TX,77657,A,0,XXXX,40,E,H,F,3,L,G,B,R,2
KEN,other,85023,A,0,XXXX,7,,U,F,2,L,F,A,U,2
NSN,other,88352,A,0,XXXX,43,E,U,M,3,L,E,D,R,2
L02,other,73501,A,0,XXXX,36,E,H,F,2,L,G,C,T,2
NEW,other,96251,A,0,XXXX,10,,U,M,0,L,G,A,U,4
STR,CA,90046,A,0,XXXX,3,E,H,F,3,L,G,A,U,1
HCC,MI,49335,A,0,XXXX,44,,U,M,3,L,G,C,R,2
AML,FL,33125,A,0,XXXX,10,,U,F,0,L,F,A,U,4
AML,other,35811,A,0,XXXX,27,E,H,F,3,L,D,B,C,2
ARG,MI,49525,A,0,XXXX,40,,U,F,3,L,F,B,R,2
SYN,other,97754,A,0,XXXX,45,E,H,M,2,L,F,D,R,2
SSS,NC,28270,A,0,XXXX,31,,U,M,0,L,G,B,C,3
AML,other,66101,A,0,XXXX,30,,U,F,3,L,F,B,C,3
RMG,CA,90703,A,0,XXXX,2,E,H,M,3,L,F,A,U,1
CJR,MI,49071,A,0,XXXX,44,E,H,M,2,L,E,C,R,2
SYN,other,52225,A,0,XXXX,51,E,U,M,3,L,F,D,R,3
L04,other,80003,A,0,XXXX,16,,U,F,0,L,F,B,S,2
SYN,FL,33177,A,0,XXXX,21,E,H,M,3,L,F,A,S,3
NHB,MO,63127,A,0,XXXX,13,E,H,M,3,L,F,A,S,1
CNT,other,80103,A,0,XXXX,44,,U,M,2,L,F,B,R,2
APP,FL,34465,A,0,XXXX,29,E,H,M,3,L,D,C,C,2
BOA,MI,48126,A,0,XXXX,40,,U,F,3,L,F,A,R,2
FCR,other,86351,A,0,XXXX,40,,U,M,0,L,F,C,R,2
AGR,WA,98072,A,0,XXXX,35,E,H,M,3,L,F,A,T,1
AMB,other,80022,A,0,XXXX,30,E,H,F,3,L,F,B,C,3
DNA,other,67865,A,0,XXXX,45,,U,M,1,L,F,D,R,2
RMG,other,67212,A,0,XXXX,17,E,U,F,3,L,F,B,S,2
ESN,CA,95125,A,0,XXXX,1,,U,F,0,L,D,A,U,1
UCA,other,74464,A,0,XXXX,36,E,H,M,3,L,F,D,T,2
DRK,CA,91719,A,0,XXXX,5,,U,F,0,L,D,A,U,2
HCC,other,97132,A,0,XXXX,36,,U,F,0,L,F,B,T,2
KNG,IN,47933,A,0,XXXX,37,,U,F,0,L,F,D,T,2
SGI,CA,95018,A,0,XXXX,34,,H,F,3,L,E,A,T,1
BSM,TX,77905,A,0,XXXX,44,E,U,M,3,L,E,C,R,2
ARG,WI,53118,A,0,XXXX,35,E,H,M,3,L,F,B,T,1
L04,CA,92056,A,0,XXXX,20,E,H,F,2,L,F,A,S,2
AML,CA,92057,A,0,XXXX,33,E,H,M,3,L,G,A,C,3
HOS,CA,95630,A,0,XXXX,20,E,H,F,1,L,F,B,S,2
STR,IL,61265,A,0,XXXX,31,,U,F,0,L,E,B,C,3
STL,MO,64129,A,0,XXXX,21,E,H,M,1,L,F,B,S,3
L01,FL,32110,A,0,XXXX,46,E,H,F,2,L,F,D,R,2
SIG,CA,93065,A,0,XXXX,24,I,H,M,3,L,F,A,C,1
MCC,TX,75667,A,0,XXXX,53,E,H,F,3,L,F,D,R,3
CHT,GA,30310,A,0,XXXX,8,E,H,M,3,L,G,A,U,3
DCD,CA,91780,A,0,XXXX,2,E,U,M,2,L,F,A,U,1
USB,CA,95901,A,0,XXXX,31,,U,F,0,L,G,C,C,3
DRK,CA,90603,A,0,XXXX,13,E,H,F,2,L,E,A,S,1
CAP,MO,63901,A,0,XXXX,36,,U,F,0,L,E,D,T,2
TVG,other,97355,A,0,XXXX,44,,U,F,1,L,G,C,R,2
HHH,WA,98383,A,0,XXXX,12,E,U,F,3,L,G,C,S,1
MBC,other,73801,A,0,XXXX,36,I,U,M,0,L,F,D,T,2
AGR,MI,48116,A,0,XXXX,40,,U,M,0,L,F,A,T,2
SGI,other,80241,A,0,XXXX,17,E,H,M,3,L,E,B,S,2
AML,other,42748,A,0,XXXX,43,E,H,M,3,L,G,D,R,2
HCC,other,99516,A,0,XXXX,35,,U,F,2,L,F,C,T,1
AML,WA,98155,A,0,XXXX,20,E,H,M,3,L,E,A,S,2
SUF,other,68017-,A,0,XXXX,40,,U,F,0,L,F,D,R,2
PRV,CA,92139,A,0,XXXX,8,E,H,M,2,L,F,A,U,3
NEW,TX,78242,A,0,XXXX,21,E,H,M,3,L,F,B,S,3
RPH,GA,30314,A,0,XXXX,32,,U,F,0,L,D,A,C,3
HOS,NC,28208,A,0,XXXX,17,E,H,M,3,L,F,B,S,2
IMP,GA,30179,A,0,XXXX,43,E,H,F,3,L,F,C,R,2
IMP,IN,47396,A,0,XXXX,39,E,H,F,2,L,G,C,T,2
CRG,NC,28052,A,0,XXXX,30,,U,F,0,L,F,B,C,3
LIS,CA,93550,A,0,XXXX,27,,U,Other,0,L,E,A,C,2
AML,WA,98292,A,0,XXXX,28,E,H,M,3,L,F,C,C,2
BHG,MI,48313,A,0,XXXX,20,E,U,M,3,L,E,A,S,2
AGR,FL,33156,A,0,XXXX,12,E,H,M,3,L,G,A,S,1
COK,CA,93035,A,0,XXXX,11,I,H,F,3,L,G,A,S,1
TRO,CA,92507,A,0,XXXX,11,,U,M,1,L,G,A,S,1
WRG,other,89128,A,0,XXXX,24,E,H,M,2,L,E,B,C,1
GUR,MO,65452,A,0,XXXX,43,E,U,M,2,L,F,D,R,2
HOW,other,39465,A,0,XXXX,49,I,U,M,0,L,D,C,R,2
WIG,IN,47335,A,0,XXXX,51,,U,F,2,L,E,C,R,3
L02,TX,78801,A,0,XXXX,36,E,H,F,3,L,F,D,T,2
MM3,other,55396,A,0,XXXX,45,E,H,M,3,L,F,D,R,2
MAT,IL,60139,A,0,XXXX,18,E,H,M,3,L,F,A,S,2
DRK,TX,78727,A,0,XXXX,18,E,H,F,3,L,E,B,S,2
DCD,CA,93401,A,0,XXXX,24,E,U,M,2,L,F,C,C,1
DCD,FL,33761-,A,0,XXXX,20,I,U,M,0,L,G,A,S,2
ADD,FL,32244,A,0,XXXX,18,,U,F,0,L,E,B,S,2
PBL,IL,60429-,A,0,XXXX,16,,U,F,3,L,G,A,S,2
ASC,GA,30349,A,0,L1CM,17,E,H,M,3,L,G,A,S,2
D02,MI,48079,A,0,XXXX,36,E,U,F,3,L,F,A,T,2
CFI,MI,49442,A,0,XXXX,31,E,U,F,1,L,G,C,C,3
CWR,CA,94063,B,0,XXXX,17,,U,F,0,L,E,A,S,2
PV3,other,73075,A,0,XXXX,45,,U,F,0,L,F,D,R,2
SYN,CA,92021,A,0,XXXX,20,E,H,M,2,L,E,A,S,2
GLP,other,86045,A,0,XXXX,51,E,H,F,2,L,D,C,R,3
MBC,IL,62656,A,0,XXXX,40,,U,F,0,L,D,D,T,2
BHG,CA,95926,A,0,XXXX,46,,U,F,0,L,E,C,R,2
MBC,WA,98125,A,0,XXXX,2,E,H,M,2,L,G,A,U,1
STV,other,84121,A,0,XXXX,14,E,H,M,3,L,G,B,S,1
ARG,FL,33617,A,0,XXXX,15,,U,F,0,L,F,A,S,1
ENQ,IL,61864,A,0,XXXX,44,,U,F,1,L,E,C,R,2
HHH,other,74075,A,0,XXXX,39,E,H,M,3,L,F,C,T,2
HEA,TX,78721,A,0,XXXX,32,E,H,F,3,L,F,B,C,3
WRG,other,68701,A,0,XXXX,35,I,H,F,3,L,F,D,T,1
APP,IL,60025,A,0,XXXX,13,E,H,M,3,L,F,A,S,1
CAW,CA,93705,A,0,XXXX,7,,H,M,2,L,F,B,U,2
MBC,NC,28717,A,0,XXXX,28,E,U,M,3,L,F,D,C,2
MBC,other,59221,A,0,XXXX,51,,U,M,0,L,F,D,R,3
BLI,other,50501,A,0,XXXX,41,,U,F,0,L,F,D,T,3
OVS,other,37686,A,0,XXXX,46,E,H,F,2,L,F,B,R,2
PV3,MO,64134,A,0,XXXX,20,,H,M,3,L,F,B,S,2
PV3,CA,90732,A,0,XXXX,11,,U,F,0,L,E,A,S,1
DUR,IL,60558,A,0,XXXX,13,E,H,M,2,L,E,A,S,1
HOS,other,70123,A,0,XXXX,31,E,H,F,3,L,F,B,C,3
AML,MO,63376,A,0,XXXX,27,E,H,M,3,L,D,A,C,2
LHJ,other,55744,A,0,XXXX,40,E,H,M,3,L,G,D,R,2
MCC,other,55066,A,0,XXXX,36,,U,F,1,L,E,D,T,2
MBC,other,38651,A,0,XXXX,40,E,H,F,3,L,F,B,T,2
DNA,other,66043-,A,0,XXXX,27,,U,M,0,L,F,B,C,2
EAS,WA,98942,A,0,XXXX,44,E,H,F,3,L,G,C,R,2
APP,TX,77091,A,0,XXXX,20,E,H,M,3,L,E,A,S,2
HHH,IL,60628,A,0,XXXX,2,E,H,M,3,L,F,A,U,1
DNA,CA,94123,A,0,XXXX,1,,U,Other,1,L,E,A,U,1
ESN,MO,63119,A,0,XXXX,5,E,H,F,3,L,F,A,U,2
L01,FL,33415,A,0,XXXX,20,E,H,M,3,L,E,B,S,2
AMB,other,56172,A,0,XXXX,48,E,H,F,3,L,E,D,R,2
SYN,GA,30152,A,0,XXXX,40,E,H,M,3,L,G,A,R,2
LIS,other,68847-,A,0,XXXX,46,,U,M,1,L,E,D,R,2
CRG,other,84075,A,0,XXXX,40,E,U,F,3,L,F,B,T,2
SFH,CA,92505,B,0,XXXX,19,E,H,F,3,L,F,A,S,2
DNA,WA,98683,A,0,XXXX,18,,U,M,0,L,G,B,S,2
CFI,other,80442,A,0,XXXX,42,,U,F,0,L,F,D,R,1
SYN,other,35476,A,0,XXXX,49,,U,F,0,L,E,C,R,2
BHG,other,70895,A,0,XXXX,31,,U,F,0,L,E,B,C,3
IMA,FL,32207,A,0,XXXX,25,E,H,F,2,L,F,B,C,2
IMP,WA,99156,A,0,XXXX,45,,U,M,3,L,E,D,R,2
AML,other,55106,A,0,XXXX,8,E,H,M,3,L,E,A,U,3
AMB,other,84010,A,0,XXXX,24,I,H,F,3,L,E,B,C,1
PBK,other,42206-,A,0,XXXX,51,,U,M,0,L,F,D,R,3
BOA,IL,60005,A,0,XXXX,14,,U,F,0,L,F,A,S,1
ARG,FL,32824,A,0,XXXX,39,E,H,M,2,L,F,B,T,2
TOR,other,41502,A,0,XXXX,49,,U,M,0,L,E,C,R,2
LIS,CA,93003,A,0,XXXX,13,I,U,M,0,L,F,A,S,1
ENQ,other,89122,A,0,XXXX,21,E,H,F,3,L,F,B,S,3
LHJ,IL,61244,A,0,XXXX,21,,U,F,0,L,E,B,S,3
MBC,GA,30752,A,0,XXXX,51,E,U,F,3,L,E,B,R,3
L01,MO,64633,A,0,C2CM,53,E,U,F,1,L,G,D,R,3
L01,FL,33004,A,0,XXXX,31,E,H,M,3,L,F,A,C,3
HCC,MO,64116,A,0,XXXX,21,I,U,M,2,L,E,B,S,3
HJR,CA,94579,A,0,XXXX,5,E,H,F,3,L,F,A,U,2
,FL,33161,A,0,XXXX,2,E,H,F,3,L,E,A,U,1
DRK,other,36801,A,0,XXXX,35,E,U,F,2,L,E,C,T,1
AMB,IL,60415,A,0,XXXX,18,,U,F,0,L,F,A,S,2
IMP,IL,61103,A,0,XXXX,40,,H,M,3,L,G,B,T,2
SYN,CA,94530,A,0,XXXX,3,E,H,M,3,L,E,A,U,1
MCO,IL,60187,A,0,XXXX,15,E,H,M,1,L,F,A,S,1
OMH,MO,63303,A,0,XXXX,40,,U,M,0,L,E,A,T,2
MSD,CA,91304,A,0,XXXX,13,E,U,F,2,L,F,A,S,1
NPT,other,59105,A,0,XXXX,27,E,U,F,3,L,F,C,C,2
DCD,CA,93004,A,0,XXXX,14,E,U,F,2,L,F,A,S,1
STR,other,85373,A,0,XXXX,46,,U,F,0,L,F,A,R,2
FRC,other,85543,A,0,XXXX,43,,U,F,0,L,G,D,R,2
IWD,IL,60447,A,0,XXXX,35,E,H,M,3,L,F,A,T,1
LIS,other,39337,A,0,XXXX,45,E,U,M,2,L,F,D,R,2
PV3,WA,98178,A,0,XXXX,16,,U,M,1,L,D,A,S,2
AML,other,29360-,A,0,XXXX,51,E,H,F,3,L,E,C,R,3
DRK,CA,93720,A,0,XXXX,15,E,H,F,1,L,E,B,S,1
HER,other,55044-,A,0,XXXX,45,E,H,M,2,L,F,A,R,2
FOR,WA,98061,A,0,XXXX,35,I,U,M,0,L,F,C,T,1
MCC,other,56542,A,0,XXXX,53,,U,F,2,L,F,D,R,3
HAM,IN,46220,A,0,XXXX,11,E,H,F,3,L,G,B,S,1
HOS,CA,92688,A,0,XXXX,11,,H,F,2,L,F,A,S,1
ARG,NC,28137,A,0,XXXX,49,E,U,F,3,L,F,B,R,2
RPH,other,68123,A,0,XXXX,35,E,H,F,3,L,F,B,T,1
MB1,MI,48826,A,0,XXXX,11,E,H,F,2,L,F,B,S,1
CWR,FL,33433,A,0,XXXX,13,E,U,F,3,L,F,B,S,1
IMP,other,85351,A,0,XXXX,29,E,U,F,3,L,E,A,C,2
ARG,FL,34711,A,0,XXXX,46,E,U,M,2,L,E,C,R,2
AML,other,29591,A,0,XXXX,51,E,U,M,3,L,E,C,R,3
CHK,IL,60457,A,0,XXXX,17,E,H,M,3,L,F,A,S,2
MBC,MO,63640,A,0,XXXX,36,,U,F,3,L,D,D,T,2
IMA,other,89139,A,0,XXXX,44,,U,M,0,L,E,B,R,2
BHG,IL,61704,A,0,XXXX,24,I,H,M,2,L,F,C,C,1
PV3,other,39110,A,0,XXXX,13,I,U,M,0,L,F,B,S,1
LIS,FL,34231,A,0,XXXX,26,E,H,M,3,L,G,B,C,2
L01,other,29812,A,0,XXXX,42,E,H,F,3,L,F,D,R,1
BHG,CA,91702,A,0,XXXX,20,E,H,M,3,L,E,A,S,2
PCL,other,97850,A,0,XXXX,36,I,U,Other,1,L,E,D,T,2
BHG,FL,33756,A,0,XXXX,9,E,H,F,2,L,E,A,U,3
SYN,other,97042-,A,0,XXXX,40,,U,F,1,L,D,B,T,2
CNT,MO,64050,A,0,XXXX,30,E,H,F,3,L,F,B,C,3
AML,other,85710,A,0,XXXX,17,,H,F,2,L,E,B,S,2
AMB,other,52240,A,0,XXXX,25,I,U,M,0,L,E,C,C,2
L21,GA,30066,A,0,XXXX,16,E,H,M,3,L,G,A,S,2
ASC,other,51104,A,0,XXXX,24,E,H,M,3,L,F,C,C,1
AGR,CA,93436,A,0,XXXX,27,E,H,M,3,L,F,B,C,2
MBC,WA,98004,A,0,XXXX,15,E,H,M,3,L,E,A,S,1
SHL,GA,30415,A,0,XXXX,43,,U,F,2,L,F,D,R,2
HAM,WA,98264,A,0,XXXX,28,E,U,M,2,L,F,C,C,2
IMP,IN,46514,A,0,XXXX,27,,H,M,3,L,G,C,C,2
AML,CA,93306,A,0,XXXX,21,,H,M,3,L,F,B,S,3
CNT,other,29841,A,0,XXXX,39,E,H,M,3,L,E,B,T,2
HOS,FL,33009,A,0,XXXX,23,,U,F,0,L,G,A,C,1
ARG,other,55378,A,0,XXXX,12,,H,F,2,L,F,A,S,1
AMB,CA,90250,A,0,XXXX,6,I,U,F,0,L,F,A,U,2
GDA,CA,92019,A,0,XXXX,20,E,H,F,3,L,F,A,S,2
ARG,CA,91761,A,0,XXXX,10,E,H,M,2,L,F,A,U,4
FAR,MO,65041,A,0,XXXX,48,E,H,M,2,L,G,D,R,2
AGR,other,71129,A,0,XXXX,39,E,U,M,1,L,F,B,T,2
MBC,other,88435,A,0,XXXX,52,,U,F,0,L,G,D,R,3
CHT,TX,75904,A,0,XXXX,40,E,H,F,2,L,F,C,R,2
AML,CA,90305,A,0,XXXX,7,E,U,F,2,L,F,A,U,2
MCO,NC,27107,A,0,XXXX,25,E,H,M,3,L,G,B,C,2
DNA,other,72315,A,0,XXXX,41,E,U,M,3,L,G,C,T,3
LIS,FL,33771,A,0,XXXX,9,,U,F,0,L,G,A,U,3
RPH,CA,93711,A,0,XXXX,14,,H,F,1,L,G,B,S,1
ARG,other,66209,A,0,XXXX,11,,U,M,0,L,G,B,S,1
ARG,FL,34947,A,0,XXXX,29,,U,M,0,L,F,B,C,2
STA,CA,95127,A,0,XXXX,9,E,H,M,3,L,F,A,U,3
SYN,TX,77586,A,0,XXXX,24,E,H,M,3,L,G,A,C,1
LHJ,GA,30705,A,0,XXXX,43,,U,F,0,L,F,D,R,2
EPL,TX,79925,A,0,XXXX,12,E,H,F,3,L,E,B,S,1
LIS,IN,46771,A,0,XXXX,49,,U,M,0,L,F,D,R,2
STR,WA,98862,A,0,XXXX,46,E,H,F,3,L,D,D,R,2
DNA,CA,95124,A,0,XXXX,2,E,H,M,1,L,D,A,U,1
L02,other,35124,A,0,XXXX,39,E,H,F,3,L,G,B,T,2
AMB,CA,90278,A,0,XXXX,2,E,H,F,3,L,F,A,U,1
DRK,MI,49426,A,0,XXXX,40,E,H,F,3,L,G,B,T,2
HAN,CA,90305,A,0,XXXX,5,I,U,F,0,L,F,A,U,2
BHG,FL,33777,A,0,D2CM,20,,U,F,0,L,G,A,S,2
BHG,other,38920,A,0,XXXX,51,E,H,M,2,L,F,D,R,3
OVS,CA,90036,A,0,XXXX,3,,U,M,0,L,F,A,U,1
DEL,CA,92648,A,0,XXXX,1,E,H,M,3,L,F,A,U,1
WRG,IL,60617,A,0,XXXX,8,E,H,F,2,L,G,A,U,3
WKB,other,71203,A,0,XXXX,25,I,H,F,1,L,F,C,C,2
NWN,CA,91116,A,0,XXXX,15,,U,F,0,L,G,A,S,1
L01,WA,98682,A,0,C2CM,40,E,H,F,2,L,G,B,T,2
ARG,other,41169,A,0,XXXX,24,E,U,M,1,L,F,B,C,1
WWC,CA,92404,A,0,XXXX,31,,U,F,0,L,F,A,C,3
ASC,other,55009-,A,0,XXXX,45,E,H,M,3,L,F,D,R,2
AHC,NC,28673,A,0,XXXX,46,E,H,M,2,L,D,B,R,2
L01,TX,77061,A,0,XXXX,16,,H,M,2,L,G,A,S,2
AGR,WA,98023,A,0,XXXX,24,E,H,F,3,L,F,A,C,1
IMP,MI,49242,A,0,XXXX,36,E,U,M,2,L,E,D,T,2
MBC,TX,76022,A,0,XXXX,38,,H,F,2,L,D,A,T,2
,WI,53210,A,0,XXXX,5,E,H,F,3,L,D,B,U,2
MBC,TX,79924,A,0,XXXX,30,E,H,Other,2,L,E,B,C,3
NSH,other,97801,A,0,XXXX,41,,H,M,3,L,E,C,T,3
HOS,CA,90063,A,0,XXXX,10,,U,F,0,L,E,A,U,4
IWD,CA,95949,A,0,XXXX,24,E,H,F,2,L,F,C,C,1
CWR,other,39211,A,0,XXXX,32,,U,F,0,L,G,B,C,3
ESN,TX,77002,A,0,XXXX,10,E,U,M,1,L,G,A,U,4
HOS,other,39439,A,0,XXXX,50,E,U,F,2,L,G,D,R,3
SUF,IN,47613,A,0,XXXX,49,E,H,M,3,L,E,B,R,2
DCD,MI,48138,A,0,XXXX,13,,U,F,0,L,E,A,S,1
ESN,NC,28540,A,0,XXXX,27,E,H,F,3,L,E,C,C,2
TV1,TX,78201,A,0,XXXX,10,E,U,F,1,L,E,B,U,4
MCC,WI,53186,A,0,XXXX,35,E,U,F,1,L,E,B,T,1
CNT,FL,32539,A,0,XXXX,40,E,H,M,3,L,G,C,R,2
L01,CA,92359-,A,0,XXXX,40,,U,F,2,L,F,A,R,2
PV3,WA,98686,A,0,XXXX,18,E,U,M,3,L,F,B,S,2
L21,FL,32301,A,0,XXXX,25,E,H,M,3,L,E,B,C,2
HHH,CA,94611,A,0,XXXX,2,E,H,F,3,L,E,A,U,1
CHT,WA,98332,A,0,XXXX,40,,H,F,2,L,F,A,T,2
BHG,NC,28539,A,0,XXXX,43,E,H,F,3,L,D,C,R,2
AMB,WI,54304-,A,0,XXXX,31,E,H,F,3,L,F,C,C,3
L04,WI,53110,A,0,XXXX,21,E,H,F,3,L,F,B,S,3
SSS,WA,98685,A,0,XXXX,18,E,U,M,1,L,F,B,S,2
CRG,FL,32246,A,0,XXXX,18,E,H,M,2,L,F,B,S,2
FRC,WA,98604,A,0,XXXX,44,,U,M,0,L,F,B,R,2
BHG,FL,34982,A,0,XXXX,27,,U,F,1,L,F,B,C,2
MBC,CA,91801,A,0,XXXX,7,,H,Other,2,L,G,A,U,2
RMG,other,85367,A,0,XXXX,40,E,H,F,2,L,F,C,R,2
HAN,WA,99324,A,0,XXXX,38,E,U,F,2,L,F,D,T,2
AML,other,97233,A,0,XXXX,16,E,H,M,3,L,E,B,S,2
NAD,CA,95945,A,0,XXXX,40,E,H,M,3,L,G,C,T,2
DRK,IL,62226,A,0,XXXX,30,,U,M,1,L,F,A,C,3
GLP,MO,64063,B,0,XXXX,16,E,U,F,2,L,F,B,S,2
BHG,other,71909,A,0,XXXX,29,,U,M,0,L,E,B,C,2
CHS,other,56655,A,0,XXXX,15,I,U,M,0,L,F,D,S,1
TVG,CA,94587,A,0,XXXX,5,E,H,M,3,L,G,A,U,2
LHJ,CA,95380,A,0,XXXX,33,E,H,F,2,L,E,B,C,3
L15,other,97416,A,0,XXXX,51,I,U,M,0,L,F,C,R,3
SYN,MO,64831,A,0,XXXX,51,I,U,M,0,L,F,D,R,3
GAR,CA,91750,A,0,XXXX,19,,U,M,0,L,G,A,S,2
MGR,TX,77521,A,0,XXXX,30,E,U,F,2,L,F,A,C,3
DNA,WA,98925,A,0,XXXX,46,E,U,M,3,L,F,D,R,2
OMH,GA,30534,A,0,XXXX,49,,U,F,0,L,F,D,R,2
OD1,NC,27828,A,0,XXXX,47,E,U,F,3,L,F,C,R,2
L02,CA,95667,A,0,XXXX,38,E,H,F,1,L,G,B,T,2
HCC,TX,77059,A,0,XXXX,24,E,H,M,3,L,G,A,C,1
APP,other,67854,A,0,XXXX,45,E,H,F,2,L,F,D,R,2
SPG,MO,65712,A,0,XXXX,53,,H,F,3,L,G,D,R,3
ADM,other,85920,A,0,XXXX,46,E,H,F,2,L,F,D,R,2
PV3,NC,28174,A,0,XXXX,44,I,U,F,0,L,D,B,R,2
FRC,NC,28801,A,0,XXXX,32,,U,F,2,L,F,C,C,3
SYN,FL,33462-,A,0,XXXX,23,E,H,M,3,L,F,B,C,1
CWR,other,97225,B,0,XXXX,11,I,U,F,0,L,F,B,S,1
L01,other,85345,A,0,XXXX,28,E,H,M,3,L,E,A,C,2
DNA,other,85653,A,0,XXXX,40,E,U,M,3,L,E,B,R,2
AGR,IL,60103,A,0,XXXX,12,E,H,F,3,L,G,A,S,1
PV3,other,57701-,A,0,XXXX,30,E,H,F,3,L,F,C,C,3
LEO,IL,60505,A,0,XXXX,25,E,U,F,2,L,E,A,C,2
AMB,CA,94044,A,0,XXXX,12,E,H,F,3,L,F,A,S,1
LIS,FL,33801,A,0,XXXX,27,E,H,F,3,L,D,B,C,2
HCC,GA,30068,A,0,XXXX,24,E,H,M,2,L,G,A,C,1
SYN,other,37803,A,0,XXXX,40,,U,F,2,L,E,B,R,2
AGS,CA,92311,A,0,XXXX,41,,H,M,3,L,F,A,T,3
L11,IL,62036,A,0,XXXX,45,E,H,M,3,L,F,D,R,2
AGR,other,50310,A,0,XXXX,23,E,U,M,3,L,F,B,C,1
TIM,WA,98110,A,0,XXXX,35,E,U,F,3,L,F,C,T,1
STR,MI,48017,A,0,XXXX,16,E,H,F,2,L,G,A,S,2
SYN,FL,32063,A,0,XXXX,43,E,H,F,2,L,G,D,R,2
PBL,FL,33023,A,0,XXXX,8,E,H,F,3,L,E,A,U,3
BHG,other,89406,A,0,XXXX,36,,U,M,0,L,F,D,T,2
PWR,CA,92780,A,0,XXXX,13,I,H,F,1,L,F,A,S,1
ASC,IL,61048,A,0,XXXX,44,E,U,M,3,L,E,D,R,2
MBC,TX,75082,A,0,XXXX,14,E,H,F,3,L,G,A,S,1
HOS,other,35077,A,0,XXXX,51,I,U,M,3,L,F,C,R,3
VIK,other,37742,A,0,XXXX,36,E,H,F,2,L,F,B,T,2
LIS,other,73601,A,0,XXXX,45,,U,M,0,L,G,D,R,2
ARG,other,39307,A,0,XXXX,36,E,H,F,3,L,E,C,T,2
AMB,MI,48348,A,0,XXXX,35,,U,M,0,L,F,A,T,1
FRC,WI,54110,A,0,XXXX,49,E,U,F,1,L,E,B,R,2
RPH,other,71106,A,0,XXXX,30,E,H,F,3,L,E,B,C,3
HAN,other,96826,A,0,XXXX,1,,H,M,2,L,F,B,U,1
ARG,TX,76114,A,0,XXXX,16,E,H,F,3,L,F,A,S,2
USB,CA,92026,A,0,XXXX,24,,U,F,0,L,F,A,C,1
SRN,MI,48001,A,0,XXXX,40,E,U,M,2,L,G,A,T,2
AML,WA,99403,A,0,XXXX,45,,U,M,0,L,G,D,R,2
,FL,32765,A,0,XXXX,24,E,H,F,2,L,F,B,C,1
DUR,FL,34242,A,0,XXXX,23,,U,M,0,L,G,B,C,1
DSN,CA,94553,A,0,XXXX,17,,U,M,0,L,F,A,S,2
